2011-05-31:22;9;10;50;1;11;5
2011-05-27:28;9;49;25;17;9;8
2011-05-24:16;23;24;29;26;2;9
2011-05-20:42;25;10;20;14;8;11
2011-05-17:37;20;21;45;46;3;2
2011-05-13:17;47;11;36;9;2;1
2011-10-05:28;3;45;10;15;7;5
2011-06-05:28;16;20;22;11;4;9
2011-04-29:38;40;25;15;41;1;2
2011-04-22:22;45;48;11;36;1;4
2011-04-15:4;41;6;21;39;2;6
2011-08-04:21;47;23;38;50;6;2
2011-01-04:17;33;22;21;4;4;8
2011-03-25:12;21;6;33;27;7;3
2011-03-18:50;13;26;1;20;7;6
2011-11-03:17;24;37;19;46;2;7
2011-04-03:28;41;25;11;27;8;5
2011-02-25:42;45;13;48;12;3;9
2011-02-18:45;3;49;15;2;9;5
2011-11-02:15;14;12;19;23;7;8
2011-04-02:47;35;11;2;24;5;9
2011-01-28:41;24;23;42;13;5;1
2011-01-21:21;11;13;3;18;5;4
2011-01-14:44;2;24;14;39;7;6
2011-07-01:32;22;1;48;50;7;6
2012-12-28:26;49;27;24;17;3;5
2012-12-25:14;20;32;23;18;3;10
2012-12-21:40;5;3;42;22;3;10
2012-12-18:35;14;44;18;20;5;2
2012-12-14:40;29;11;43;10;11;3
2012-11-12:50;4;9;1;43;6;8
2012-07-12:10;18;31;42;16;2;5
2012-04-12:29;5;28;44;10;2;4
2012-11-30:18;23;40;24;10;3;4
2012-11-27:49;44;6;10;23;7;1
2012-11-23:11;20;40;9;1;5;1
2012-11-20:42;28;45;30;49;10;5
2012-11-16:15;19;41;23;10;2;9
2012-11-13:11;16;21;24;29;2;6
2012-09-11:47;28;14;21;22;5;4
2012-06-11:35;25;20;41;7;1;9
2012-02-11:6;10;3;44;11;3;4
2012-10-30:23;44;25;24;31;2;3
2012-10-26:9;5;6;38;27;5;11
2012-10-23:1;35;38;50;28;2;10
2012-10-19:16;40;44;37;29;8;10
2012-10-16:41;10;40;49;32;2;8
2012-12-10:35;7;17;43;6;2;8
2012-09-10:23;8;10;25;2;8;9
2012-05-10:19;16;18;21;9;3;2
2012-02-10:16;42;21;36;4;8;7
2012-09-28:20;26;30;33;23;6;9
2012-09-25:7;25;27;48;49;1;4
2012-09-21:41;4;34;43;19;7;11
2012-09-18:38;7;39;44;6;7;9
2012-09-14:27;10;44;23;3;9;7
2012-11-09:15;6;37;22;44;2;4
2012-07-09:15;35;13;30;42;4;6
2012-04-09:18;39;17;44;11;10;5
2012-08-31:31;28;16;48;33;11;7
2012-08-28:1;26;25;44;18;5;4
2012-08-24:6;5;19;37;12;7;3
2012-08-21:17;5;38;4;48;4;3
2012-08-17:19;25;33;44;28;8;2
2012-08-14:45;16;42;1;38;9;10
2012-10-08:50;21;17;48;11;9;10
2012-07-08:20;50;34;46;27;3;2
2012-03-08:34;35;42;24;46;5;1
2012-07-31:35;39;4;36;29;9;8
2012-07-27:15;48;14;23;21;2;10
2012-07-24:18;25;4;16;44;11;1
2012-07-20:19;23;10;45;49;9;10
2012-07-17:24;2;43;7;46;10;8
2012-07-13:18;46;35;25;8;9;4
2012-10-07:37;1;24;16;3;8;1
2012-06-07:40;42;38;31;32;3;1
2012-03-07:22;7;2;40;27;6;3
2012-06-29:14;17;28;39;29;11;1
2012-06-26:11;22;35;20;1;10;8
2012-06-22:18;14;19;43;49;7;3
2012-06-19:17;20;50;7;35;5;11
2012-06-15:48;38;27;22;10;3;7
2012-12-06:30;26;48;15;8;9;10
2012-08-06:11;22;5;34;40;9;11
2012-05-06:13;49;37;47;34;8;9
2012-01-06:26;2;36;14;4;9;10
2012-05-29:28;17;25;15;8;3;11
2012-05-25:35;12;22;49;46;2;8
2012-05-22:31;32;41;16;37;7;1
2012-05-18:29;50;43;47;13;9;11
2012-05-15:13;2;50;11;26;5;2
2012-11-05:1;17;13;44;38;2;11
2012-08-05:3;34;48;38;21;5;8
2012-04-05:26;41;40;39;3;1;2
2012-01-05:4;15;41;5;19;11;9
2012-04-27:36;43;30;27;20;1;6
2012-04-24:8;24;48;43;9;3;5
2012-04-20:32;41;29;3;6;11;10
2012-04-17:10;28;49;48;33;10;1
2012-04-13:8;39;43;13;26;3;5
2012-10-04:37;27;22;25;36;9;5
2012-06-04:11;35;45;20;30;2;3
2012-03-04:1;8;18;25;30;10;9
2012-03-30:46;17;23;4;36;10;6
2012-03-27:29;36;27;34;24;7;8
2012-03-23:50;15;9;23;31;8;11
2012-03-20:28;30;15;16;46;3;4
2012-03-16:12;4;50;3;23;4;7
2012-03-13:47;1;25;10;43;8;9
2012-09-03:39;36;32;47;3;6;9
2012-06-03:23;47;27;37;24;6;2
2012-02-03:44;5;11;6;30;6;2
2012-02-28:10;48;1;17;33;2;3
2012-02-24:34;3;12;26;7;10;8
2012-02-21:11;24;14;25;29;11;7
2012-02-17:11;4;47;28;38;11;10
2012-02-14:36;14;42;46;27;11;8
2012-10-02:3;14;31;41;8;7;11
2012-07-02:15;3;17;33;28;2;4
2012-03-02:16;20;19;25;28;1;10
2012-01-31:43;34;38;9;45;4;2
2012-01-27:10;19;44;13;39;6;2
2012-01-24:1;20;6;2;36;11;8
2012-01-20:10;28;27;2;22;8;6
2012-01-17:12;44;22;30;31;5;6
2012-01-13:39;13;21;14;27;8;6
2012-10-01:9;4;30;10;40;9;2
2012-06-01:1;6;10;31;12;7;2
2012-03-01:42;30;45;3;49;5;10
2013-12-31:29;45;24;20;13;7;3
2013-12-27:1;22;6;13;28;10;5
2013-12-24:5;31;43;50;19;6;2
2013-12-20:13;22;17;43;12;10;3
2013-12-17:41;6;8;37;27;7;10
2013-12-13:24;22;23;1;31;6;11
2013-10-12:49;50;24;6;35;7;1
2013-06-12:18;31;36;2;1;7;10
2013-03-12:32;6;29;15;13;2;9
2013-11-29:10;23;7;2;43;4;7
2013-11-26:44;27;23;42;19;5;3
2013-11-22:40;26;13;25;50;8;9
2013-11-19:45;14;19;36;15;1;10
2013-11-15:13;42;3;15;29;4;1
2013-12-11:29;48;40;37;14;11;2
2013-08-11:35;20;42;43;28;8;10
2013-05-11:35;38;12;13;6;2;3
2013-01-11:19;33;29;30;7;3;8
2013-10-29:32;9;10;30;37;6;2
2013-10-25:2;31;38;3;10;6;10
2013-10-22:39;33;29;44;41;9;11
2013-10-18:25;36;47;46;5;2;6
2013-10-15:39;18;27;43;47;7;4
2013-11-10:6;17;23;12;43;5;9
2013-08-10:23;24;33;42;26;5;3
2013-04-10:50;35;6;24;20;5;10
2013-01-10:19;44;48;25;23;9;8
2013-09-27:11;15;38;41;43;2;6
2013-09-24:10;20;26;28;43;9;11
2013-09-20:5;11;35;38;45;2;3
2013-09-17:13;17;21;42;44;9;11
2013-09-13:14;27;6;4;33;10;5
2013-10-09:7;11;14;28;30;2;10
2013-06-09:11;23;25;32;37;4;7
2013-03-09:5;18;16;42;9;7;9
2013-08-30:2;17;25;36;45;5;9
2013-08-27:7;30;38;40;43;2;6
2013-08-23:30;37;26;6;1;8;5
2013-08-20:42;11;50;49;5;8;11
2013-08-16:20;24;27;37;39;5;10
2013-08-13:5;20;47;17;50;1;4
2013-09-08:24;4;23;7;9;9;8
2013-06-08:17;47;16;49;31;3;11
2013-02-08:21;36;37;42;48;4;7
2013-07-30:3;14;4;11;43;1;6
2013-07-26:12;23;29;38;49;3;4
2013-07-23:14;15;16;19;44;4;5
2013-07-19:24;35;13;26;16;5;2
2013-07-16:50;34;47;19;23;4;6
2013-12-07:26;42;33;18;32;3;2
2013-09-07:18;16;38;49;31;10;4
2013-05-07:28;4;33;12;15;1;10
2013-02-07:14;13;11;28;30;4;5
2013-06-28:15;1;47;28;35;7;1
2013-06-25:4;13;35;27;5;2;1
2013-06-21:30;11;36;45;10;1;2
2013-06-18:24;33;17;41;44;11;1
2013-06-14:41;25;48;10;47;6;10
2013-11-06:7;9;25;5;41;5;1
2013-07-06:14;26;45;50;7;2;7
2013-04-06:34;33;40;31;37;6;1
2013-05-31:29;43;28;34;27;10;5
2013-05-28:34;38;13;8;26;3;11
2013-05-24:22;17;40;7;27;2;3
2013-05-21:29;19;8;28;7;9;5
2013-05-17:25;24;50;6;20;9;10
2013-05-14:24;7;8;36;27;11;5
2013-10-05:1;32;35;45;48;4;11
2013-07-05:43;27;13;28;42;4;6
2013-03-05:5;49;34;3;40;2;3
2013-04-30:13;50;40;43;36;9;5
2013-04-26:40;38;16;24;11;2;5
2013-04-23:50;4;1;7;10;4;11
2013-04-19:1;46;8;42;48;4;7
2013-04-16:33;50;22;1;11;4;6
2013-12-04:28;45;15;5;10;3;9
2013-09-04:15;44;48;38;35;10;5
2013-05-04:32;1;17;39;11;7;2
2013-02-04:17;12;41;29;25;1;4
2013-03-29:44;30;46;43;13;9;5
2013-03-26:44;30;26;42;4;6;11
2013-03-22:27;32;12;34;49;9;8
2013-03-19:44;32;19;37;35;9;1
2013-03-15:24;14;39;4;21;10;3
2013-12-03:50;4;10;2;22;5;8
2013-08-03:20;42;23;28;3;8;11
2013-05-03:33;31;19;8;39;7;2
2013-01-03:1;11;36;29;42;4;5
2013-02-26:3;12;13;17;30;2;6
2013-02-22:15;37;36;16;28;2;11
2013-02-19:28;30;44;12;15;9;8
2013-02-15:2;4;42;28;22;4;9
2013-12-02:28;25;5;11;16;7;9
2013-08-02:14;44;11;34;9;11;10
2013-05-02:25;6;45;40;31;6;7
2013-01-02:37;5;34;38;21;1;6
2013-01-29:9;16;26;36;39;2;6
2013-01-25:3;10;37;18;31;2;4
2013-01-22:45;10;48;1;44;4;1
2013-01-18:39;26;27;30;4;10;3
2013-01-15:47;42;22;40;38;11;1
2013-11-01:37;22;29;4;41;7;4
2013-08-01:22;26;47;2;20;9;5
2013-04-01:4;10;27;22;41;10;8
2013-01-01:36;49;2;7;8;11;1
2014-12-30:6;18;39;50;44;11;8
2014-12-26:26;45;27;49;17;2;3
2014-12-23:49;25;9;19;8;10;2
2014-12-19:39;44;23;29;31;5;8
2014-12-16:13;7;3;25;12;5;8
2014-12-12:28;2;15;31;37;4;6
2014-09-12:31;1;3;42;46;11;4
2014-05-12:5;8;48;47;37;3;2
2014-02-12:15;25;3;49;44;9;1
2014-11-28:10;23;6;41;15;10;4
2014-11-25:32;7;36;3;25;1;6
2014-11-21:28;32;7;37;4;5;10
2014-11-18:3;2;36;38;17;11;4
2014-11-14:36;32;38;48;17;8;5
2014-11-11:46;14;36;2;21;11;7
2014-07-11:32;13;38;46;25;10;1
2014-04-11:1;13;6;26;17;3;5
2014-10-31:10;41;13;20;33;9;3
2014-10-28:45;17;40;10;15;1;2
2014-10-24:42;20;3;30;9;6;1
2014-10-21:40;33;27;20;21;3;10
2014-10-17:49;13;48;1;40;8;10
2014-10-14:15;23;32;4;5;7;3
2014-10-10:29;42;47;45;6;9;10
2014-07-10:38;30;21;9;28;8;1
2014-03-10:13;23;50;48;4;10;5
2014-09-30:33;13;15;3;42;5;7
2014-09-26:46;35;47;13;27;1;2
2014-09-23:13;35;14;29;12;1;7
2014-09-19:6;34;8;38;48;9;3
2014-09-16:4;30;35;50;29;4;2
2014-12-09:31;9;33;26;13;7;11
2014-09-09:15;35;19;8;24;10;8
2014-05-09:18;50;23;46;1;9;3
2014-02-09:39;45;25;31;5;8;1
2014-08-29:32;38;26;9;2;3;6
2014-08-26:36;48;45;10;22;11;4
2014-08-22:29;17;49;35;4;1;2
2014-08-19:11;34;47;4;7;7;8
2014-08-15:4;21;30;5;23;10;8
2014-12-08:22;19;7;16;33;5;2
2014-08-08:29;21;35;46;43;1;9
2014-05-08:5;21;42;7;19;11;5
2014-01-08:50;44;46;48;24;10;5
2014-07-29:40;23;35;10;43;9;3
2014-07-25:10;24;9;12;43;5;9
2014-07-22:1;43;50;45;24;5;8
2014-07-18:1;41;43;11;29;3;11
2014-07-15:18;27;15;34;20;1;3
2014-11-07:38;35;5;49;22;7;4
2014-08-07:24;18;22;8;27;11;4
2014-04-07:47;18;43;39;4;6;2
2014-01-07:39;25;18;22;27;5;10
2014-06-27:39;34;45;33;31;2;10
2014-06-24:20;1;7;21;48;4;7
2014-06-20:5;38;49;15;25;1;2
2014-06-17:48;13;37;40;11;8;9
2014-06-13:16;22;28;46;18;11;9
2014-10-06:12;18;21;33;32;1;11
2014-06-06:34;40;25;7;49;9;11
2014-03-06:2;39;32;15;44;5;10
2014-05-30:27;41;24;45;5;7;6
2014-05-27:16;13;26;25;7;1;6
2014-05-23:31;3;47;8;34;11;9
2014-05-20:38;5;36;33;47;4;9
2014-05-16:26;23;37;29;40;4;3
2014-05-13:47;34;13;30;4;6;2
2014-09-05:45;28;3;26;21;10;7
2014-06-05:37;5;19;31;24;9;1
2014-02-05:30;42;4;31;38;11;2
2014-04-29:35;26;18;23;44;3;11
2014-04-25:13;49;44;21;24;9;1
2014-04-22:20;46;15;24;13;8;1
2014-04-18:21;47;31;39;24;3;7
2014-04-15:14;50;47;26;3;7;11
2014-11-04:8;33;30;12;19;4;11
2014-08-04:42;11;29;18;49;11;4
2014-04-04:50;45;28;6;10;10;11
2014-01-04:44;38;18;16;26;10;8
2014-03-28:3;43;19;28;4;3;7
2014-03-25:28;50;26;7;20;8;2
2014-03-21:37;7;39;30;42;7;5
2014-03-18:27;36;34;8;39;5;10
2014-03-14:30;24;6;27;25;9;5
2014-11-03:1;4;44;33;23;8;7
2014-07-03:38;10;40;5;41;1;8
2014-04-03:3;22;5;27;44;6;1
2014-02-28:38;44;32;12;43;2;7
